타임스탬프,한남대학교 AI융합학과 재학 혹은 다전공 여부를 선택해 주세요.,"아래의 좌석 배치도를 참고하여 본인이 강의실에서 주로 착석하는 위치를 선택해 주세요. 
(*타학과 학생의 경우 수강 인원 40명 이상 이상의 전공 과목을 기준으로 작성)",본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [1],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [2],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [3],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [4],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [5],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [6],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [7],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [8],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [9],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [10],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [11],본인이 강의실에서 주로 착석하는 좌석을 선택해 주세요.  [12],본인의 성별을 입력해 주세요.,본인의  신장(cm)을 입력해 주세요.,"본인의  좌우 교정시력을 입력해 주세요.

<*좌우 교정시력 확인 방법>
1. [본인이 이용하는 안경원 전화 문의]
2. [한국건강관리협회 - 건강검진 - 예약안내 - 결과조회 ] [좌]","본인의  좌우 교정시력을 입력해 주세요.

<*좌우 교정시력 확인 방법>
1. [본인이 이용하는 안경원 전화 문의]
2. [한국건강관리협회 - 건강검진 - 예약안내 - 결과조회 ] [우]","총 평점 평균을 입력해 주세요.

<*평점 평균 확인 방법>
1. [HNU 하이포털 - 수업 - 전체성적조회 - 총 평점 평균]
2. [에브리타임 - 시간표 - 학점 계산기 - 평균 학점]","해당 강의 흥미도를 입력해 주세요.
(*강의 흥미도 : 강의 집중도와 수업 참여 의지가 높아질 정도의 흥미) ","해당 강의 교수님과의 친밀도를 입력해 주세요.
(*교수님과의 친밀도 : 교수님과의 상호작용, 교수님에 대한 신뢰도, 교수님의 지원과 도움의 정도 등을 전반적으로 고려한 본인의 주관적 평가)","본인의 MBTI 검사 결과를 입력해 주세요. 
(*내향성과 외향성만 선택해주시면 됩니다.)","해당 강의에서 함께 수업을 듣는 친구 수를 입력해 주세요.

(*친구 : 수업을 들을 때 함께 모여 앉는 친구 수를 작성해 주시면 됩니다. <본인 제외> )","본인의 대학 생활 만족도를 입력해 주세요.
(*본인의 대학 생활을 전반적으로 고려한 만족도)",본인이 선호하는 학습 방식을 입력해 주세요.,"수업 중 보조 도구로써 전자 기기 사용 여부를 입력해 주세요.

(*전자 기기 : 패드, 태블릿, 노트북 등)","강의 시작 전 강의실 도착 시간의 평균을 입력해 주세요.
(*분 단위로 숫자만 입력해 주세요 / 예:  60, 30, 5, 1(분 전))","수업 중 화장실 이용 빈도를 입력해 주세요.

(* 주차별 수업을 기준으로 하여 평균적으로 화장실을 이용하는 횟수)","수업 중 휴대폰 이용 빈도를 입력해 주세요.

(* 주차별 수업을 기준으로 평균적으로 수업 중 휴대폰을 확인하는 횟수) ","본인의 학번을 입력해 주세요. (*예: 22, 23, 24)",해당 강의의 재수강 여부를 입력해 주세요.,"본인이 강의실 좌석을 선택할 때 영향을 주는 요소가 있나요? 그 요소가 무엇인가요?
자유롭게 기술해 주세요.","봄, 여름, 가을, 겨울 중에 좋아하는 계절을 입력해 주세요.","당신의 생일은 몇 월인가요?
(1월~12월 중 숫자만 입력해 주세요!)",당신의 출생 지역(또는 가장 오래 생활한 지역)은 어디에 속하나요?,"당신의 일주일 평균 외출 횟수를 입력해 주세요.
(숫자만 입력해 주세요!)","당신은 땀이 많은 사람이며, 그로 인한 불쾌지수가 높은가요?",당신이 추위를 타는 정도를 표현해 주세요.,당신은 계절성 알레르기를 경험한 적이 있나요?,당신이 여행을 가게 된다면 가고 싶은 여행지는 돌 중 어디인가요?,당신은 사람들과의 모임이나 활동을 즐기시나요?,당신은 새로운 경험(도전)을 하시는 것을 좋아하시나요?,평소에 당신의 성격을 가장 가깝게 표현한 선택지를 골라주세요.,당신이 가장 좋아하는 색깔 계열은 무엇인가요?,당신이 선호하는 음악 장르가 무엇인가요?,당신이 선호하는 활동은 무엇인가요?,당신이 좋아하는 과일은 무엇인가요?,당신이 좋아하는 음식은 무엇인가요?,연애 횟수,나이(만 나이로 입력해 주세요),성별,고등학교 유형,짝사랑 경험 여부,자신이 느끼기에 주변에 커플이 많다/적다.,이성과 대화가 편하다./편하지 않다.,"현재 동아리, 학회 활동 여부",mbti 외향형(e)인지 내향형인지(i),미팅 소개팅 경험 유무,고백해본 경험이 있다/없다,이성에게 관심이 많다/적다,"
이성 친구 수",연애 상대를 고려할 때 외모 중요시 정도,외모에 신경 쓰는 정도,지난 학기 학점,출석 점수(출석을 잘했다 ->5),과제 점수 (과제를 잘 제출했다 ->5),성별,전공흥미도(흥미있다->5),앉는 자리 위치,주당 공부(복습) 시간 평균,주당 알바 시간,열람실 이용 횟수,저번 학기 교과 외 활동 참여 여부(공모전 등),지난 학기 전공이수학점 ex) 3시수 -> '3' 입력,지난학기 교양이수학점,지난학기 제 2전공(다전공) 이수학점,등교 소요 시간
6-14-2024 13:58:05,예,중간,,,,,,,"C, D","C, D","C, D","C, D",,,남,171,0.3,0.3,2.99,3,3,내향성,2,3,개별 학습 선호,사용한다,5,0,2,23,재수강이 아니다.,없음,가을,3월,대전 아래 지방,6,5,7,아니오,노랗게 물든 나무와 갈대가 있는 호수,5,5,신중하게 고민하는 성격,푸른 계열,"댄스, 랩, 힙합","실내 활동 (독서, 게임, 요가 등)",해당 사항 없음,"화전, 냉면, 빙수, 열무국수",1,20,남,남녀공학,안해봤다.,많다.,편하다,함,내향형,경험이 없다.,있다,적다,잘 모르겠음,중요하게 생각함,신경씀,2.99,4,5,남,3,중간,5,30,0,참여 안함,6,13,없음,15분
6-14-2024 14:01:25,예,앞,,,D,,,,,,,,,,남,173,1,1,3.82,3,4,외향성,3,3,그룹 학습 선호,사용한다,15,0,1,21,재수강이다.,교수님과의 소통,겨울,3,대전 위 지방,7,5,3,예,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,10,8,신중하게 고민하는 성격,푸른 계열,"댄스, 랩, 힙합","걷는 활동 (등산, 캠핑, 여행 등)",해당 사항 없음,"화전, 냉면, 빙수, 열무국수",1,22,남,남고/여고,해봤다.,적다.,편하다,함,외향형,경험이 있다.,있다,많다,3,중요하게 생각함,신경씀,3.93,5,5,남,4,앞,7,0,0,참여함,6,12,0,10
6-14-2024 14:02:45,예,중간,,,,,,C,,,,,,,남,163,1,1,3.2,3,2,내향성,2,4,개별 학습 선호,사용하지 않는다,30,0,0,21,재수강이 아니다.,,봄,3,대전 아래 지방,5,5,8,예,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,5,3,신중하게 고민하는 성격,푸른 계열,클래식. 인디,"실내 활동 (독서, 게임, 요가 등)","감, 배, 유자, 귤","송편, 호빵, 군고구마, 팥죽",0,23,남,남고/여고,해봤다.,많다.,편하지 않다,안함,내향형,경험이 없다.,없다,많다,0,중요하게 생각함,신경씀,3.2,5,5,남,4,중간,1,0,10,참여 안함,19,8,0,90분
6-14-2024 14:24:28,예,중간,,,,,,E,,,,,,,남,170,-0.3,-0.3,3.79,4,3,내향성,3,4,개별 학습 선호,사용한다,5분전,0,1,23,재수강이 아니다.,2인 공석의 부족,가을,10,대전 위 지방,4,5,7,아니오,노랗게 물든 나무와 갈대가 있는 호수,7,9,신중하게 고민하는 성격,푸른 계열,해당 사항 없음,"실내 활동 (독서, 게임, 요가 등)","딸기, 한라봉, 수박, 복숭아","화전, 냉면, 빙수, 열무국수",0,19,남,남녀공학,해봤다.,적다.,편하지 않다,안함,내향형,경험이 있다.,없다,많다,8,중요하게 생각함,신경씀,20,5,5,남,4,중간,1,0,1,참여 안함,6,14,NA,20분
6-14-2024 14:25:57,예,중간,,,A,,,,,,,,,,남,183,0.3,0.1,2,4,4,내향성,임대훈,4,개별 학습 선호,사용한다,30분,1,1,23,재수강이 아니다.,구석자리,가을,3,대전 아래 지방,4,6,6,예,노랗게 물든 나무와 갈대가 있는 호수,6,6,일단 바로 해보는 성격,붉은 계열,해당 사항 없음,"물 또는 눈에서 하는 활동 (서핑, 수영, 워터파크, 스키, 썰매 등)","감, 배, 유자, 귤","화전, 냉면, 빙수, 열무국수",1,20,남,남녀공학,해봤다.,많다.,편하지 않다,함,내향형,경험이 없다.,있다,많다,3,중요하게 생각함,신경안씀,3.1,4,4,남,4,중간,6,0,0,참여 안함,모름,16학점,없음,10분
6-14-2024 14:34:03,예,중간,,,B,"B, C, D","B, C, D","A, B, C, D, E",,,,,,,남,177,1,1,3.8,4,4,내향성,6,4,개별 학습 선호,사용한다,15,0,0,21,재수강이 아니다.,에어컨,거울,10,대전 위 지방,6,8,8,예,노랗게 물든 나무와 갈대가 있는 호수,3,3,일단 바로 해보는 성격,푸른 계열,"댄스, 랩, 힙합","물 또는 눈에서 하는 활동 (서핑, 수영, 워터파크, 스키, 썰매 등)","딸기, 한라봉, 수박, 복숭아","화전, 냉면, 빙수, 열무국수",2,21,남,남고/여고,안해봤다.,많다.,편하지 않다,함,내향형,경험이 있다.,없다,적다,3,중요하게 생각함,신경안씀,3.9,5,5,남,3,중간,3,0,2,참여 안함,6,13,0,10분
6-14-2024 15:29:21,예,뒤,,,,,,,A,,,,,,여,162,0.8,0.9,3.2,3,3,외향성,3,3,개별 학습 선호,사용한다,1,0,1,21,재수강이 아니다.,앞쪽은 부담스러워서 뒤에앉음,봄,12,대전 아래 지방,6,6,9,예,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,5,5,신중하게 고민하는 성격,푸른 계열,해당 사항 없음,"물 또는 눈에서 하는 활동 (서핑, 수영, 워터파크, 스키, 썰매 등)","딸기, 한라봉, 수박, 복숭아","화전, 냉면, 빙수, 열무국수",1,21,여,남녀공학,해봤다.,많다.,편하지 않다,안함,내향형,경험이 있다.,없다,많다,0,중요하게 생각함,신경씀,3.2,3,4,여,3,뒤,10분,안함,시험기간에만 주 2회,참여 안함,6,11,0,17분
6-14-2024 15:48:54,예,뒤,,,,,,,,,,,,F,남,174,1,1,2.7,3,3,내향성,3,3,개별 학습 선호,사용한다,5,1,2,23,재수강이 아니다.,NA,가을,5,대전 아래 지방,7,10,10,아니오,노랗게 물든 나무와 갈대가 있는 호수,10,5,일단 바로 해보는 성격,푸른 계열,클래식. 인디,"걷는 활동 (등산, 캠핑, 여행 등)",해당 사항 없음,해당 사항 없음,4,20,남,남녀공학,해봤다.,적다.,편하다,함,내향형,경험이 있다.,있다,많다,1,중요하게 생각함,신경씀,18,2,2,남,3,뒤,0,12,0,참여 안함,3,3,0,90
6-14-2024 15:51:39,예,중간,,,,,B,,,,,,,,여,162.8,0.7,0.6,2.62,4,1,내향성,1,1,개별 학습 선호,사용한다,1,0,0,23,재수강이 아니다.,친구옆자리,겨울,3,해당 사항 없음,7,1,10,예,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,1,1,신중하게 고민하는 성격,푸른 계열,"댄스, 랩, 힙합",해당 사항 없음,해당 사항 없음,해당 사항 없음,6,20,여,남녀공학,안해봤다.,적다.,편하다,안함,내향형,경험이 있다.,없다,적다,0,중요하게 생각함,신경씀,,5,5,여,3,중간,7,10,0,참여 안함,9,3,0,1
6-14-2024 16:58:24,예,중간,,,,,,,B,,,,,,남,168,1,1,3.09,4,4,외향성,0,3,개별 학습 선호,사용한다,5,0,1,20180261,재수강이 아니다.,옆좌석이 비어있는 좌석을 선호합니다.,겨울,12,해당 사항 없음,7,8,7,아니오,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,4,9,일단 바로 해보는 성격,푸른 계열,"댄스, 랩, 힙합","걷는 활동 (등산, 캠핑, 여행 등)","딸기, 한라봉, 수박, 복숭아",해당 사항 없음,8,24,남,남고/여고,해봤다.,많다.,편하다,안함,외향형,경험이 없다.,있다,많다,6,중요하게 생각 안함,신경씀,3.02,5,5,남,5,중간,3,28,7,참여 안함,17,1,17,40분
6-14-2024 17:47:06,예,앞,,A,,,,,,,,,,,남,173,1,1,3.46,5,5,내향성,0,4,개별 학습 선호,사용한다,15,0,0,23,재수강이 아니다.,,겨울,12,대전 위 지방,5,6,6,아니오,노랗게 물든 나무와 갈대가 있는 호수,3,3,신중하게 고민하는 성격,푸른 계열,해당 사항 없음,"실내 활동 (독서, 게임, 요가 등)","감, 배, 유자, 귤","화전, 냉면, 빙수, 열무국수",0,19,남,남녀공학,해봤다.,많다.,편하지 않다,안함,내향형,경험이 없다.,있다,적다,0,중요하게 생각 안함,신경안씀,3.16,4,5,남,5,앞,2.5,3,0,참여 안함,6,13,0,15~30분
6-14-2024 20:37:03,예,뒤,,,,,,,,,,E,,,남,183,1,1,4.32,3,3,내향성,2,3,개별 학습 선호,사용한다,5,1,1,20,재수강이 아니다.,키,가을,11,대전 위 지방,5,8,3,아니오,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,3,6,신중하게 고민하는 성격,푸른 계열,해당 사항 없음,"물 또는 눈에서 하는 활동 (서핑, 수영, 워터파크, 스키, 썰매 등)",해당 사항 없음,해당 사항 없음,1,23,남,남녀공학,해봤다.,많다.,편하다,안함,내향형,경험이 있다.,있다,많다,1,중요하게 생각함,신경씀,4.5,5,5,남,3,중간,2,0,0,참여함,6,13,0,20분
6-14-2024 20:41:25,예,앞,,B,,,,,,,,,,,남,180,-0.1,-0.2,2.4,4,3,내향성,2,4,그룹 학습 선호,사용한다,15,0,0,21,재수강이 아니다.,눈이 나빠서 앞자리를 앉는다,여름,5,대전 아래 지방,6,6,5,예,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,7,9,일단 바로 해보는 성격,붉은 계열,"댄스, 랩, 힙합","실내 활동 (독서, 게임, 요가 등)","감, 배, 유자, 귤","송편, 호빵, 군고구마, 팥죽",0,21,남,남고/여고,해봤다.,많다.,편하다,안함,내향형,경험이 없다.,없다,많다,3,중요하게 생각 안함,신경안씀,2.4,5,5,남,3,앞,15,0,0,참여 안함,6,12,0,5
6-15-2024 1:50:14,예,앞,,,B,,,,,,,,,,남,176,1,1,NA,4,4,내향성,NA,4,개별 학습 선호,사용한다,15,0,1,23,재수강이 아니다.,NA,겨울,NA,해당 사항 없음,7,3,3,예,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,5,5,신중하게 고민하는 성격,푸른 계열,해당 사항 없음,해당 사항 없음,"딸기, 한라봉, 수박, 복숭아",해당 사항 없음,NA,NA,남,남고/여고,안해봤다.,적다.,편하지 않다,함,내향형,경험이 없다.,있다,적다,NA,중요하게 생각함,신경씀,NA,5,5,남,4,앞,NA,NA,NA,참여 안함,NA,NA,NA,NA
6-15-2024 8:57:26,아니오,앞,,C,,,,,,,,,,,여,157,0.9,1,3.8,4,3,내향성,2,4,개별 학습 선호,사용한다,20,0,1,23,재수강이 아니다.,TV의 크기,가을,9,대전 아래 지방,6,6,9,아니오,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,5,7,신중하게 고민하는 성격,푸른 계열,클래식. 인디,"실내 활동 (독서, 게임, 요가 등)","딸기, 한라봉, 수박, 복숭아","화전, 냉면, 빙수, 열무국수",1,19,여,남녀공학,안해봤다.,많다.,편하다,안함,내향형,경험이 있다.,없다,적다,5,중요하게 생각함,신경씀,3.8,5,5,여,4,앞,6,16,0,참여 안함,20,9,0,10분
6-15-2024 23:57:29,예,중간,,,,,C,,,,,,,,여,160,1,1,3.62,3,4,내향성,1,2,개별 학습 선호,사용하지 않는다,10,0,1,23,재수강이 아니다.,수업 집중도가 높은 학우들이 근처에 있는지에 여부,봄,8,해당 사항 없음,7,5,8,아니오,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,6,6,신중하게 고민하는 성격,붉은 계열,클래식. 인디,"실내 활동 (독서, 게임, 요가 등)","딸기, 한라봉, 수박, 복숭아",해당 사항 없음,5,20,여,남녀공학,안해봤다.,많다.,편하다,안함,내향형,경험이 없다.,있다,많다,10,중요하게 생각함,신경씀,,,,,,,,,,,,,,
6-16-2024 0:19:41,예,중간,,,,,,,,F,,,,,남,173,1,1,3.51,3,3,내향성,2,3,개별 학습 선호,사용한다,15,0,2,21,재수강이 아니다.,,가을,10,대전 아래 지방,6,5,6,아니오,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,4,2,신중하게 고민하는 성격,푸른 계열,클래식. 인디,"실내 활동 (독서, 게임, 요가 등)","감, 배, 유자, 귤","화전, 냉면, 빙수, 열무국수",0,23,남,남고/여고,안해봤다.,많다.,편하지 않다,함,내향형,경험이 없다.,없다,많다,0,중요하게 생각함,신경씀,3.9,4,4,남,3,중간,2,0,6,참여 안함,12,3,0,20
6-16-2024 13:31:57,아니오,앞,F,,,,,,,,,,,,여,160cm,0.8,0.8,4,4,4,외향성,50,4,개별 학습 선호,사용한다,10분전,0,2,21,재수강이 아니다.,칠판과의 거리,겨울,3,해당 사항 없음,5,8,8,아니오,꽃과 파릇한 나무가 있고 시원한 강이 보이는 곳,10,10,일단 바로 해보는 성격,푸른 계열,"댄스, 랩, 힙합","실내 활동 (독서, 게임, 요가 등)","딸기, 한라봉, 수박, 복숭아","화전, 냉면, 빙수, 열무국수",1,23,여,남고/여고,해봤다.,많다.,편하다,함,외향형,경험이 있다.,있다,많다,2,중요하게 생각함,신경씀,4,5,5,여,5,앞,12시간,0,0,참여함,24,0,0,10
